B		R		V	
58441.80158	375.950493	58441.8018	226.425852	58441.80169	266.532237
58441.80194	393.938732	58441.80218	226.62245	58441.80206	282.077054
58441.80232	393.956681	58441.80256	237.301867	58441.80244	271.936133
58441.80271	382.543751	58441.80294	238.310519	58441.80282	272.553895
58441.80309	393.332228	58441.80332	226.785626	58441.80321	286.534936
58441.80347	368.837017	58441.8037	240.243699	58441.80359	278.039297
58441.80385	379.484365	58441.80408	234.407582	58441.80397	275.962198
58441.80424	382.872964	58441.80447	224.064616	58441.80435	262.368534
58441.80462	346.88928	58441.80485	215.776682	58441.80474	260.907666
58441.805	350.02059	58441.80523	223.22155	58441.80512	271.086931
58441.80538	394.086248	58441.80561	233.569541	58441.8055	275.011486
58441.80576	381.364955	58441.80599	244.29941	58441.80588	304.921116
58441.80615	363.050084	58441.80638	202.698725	58441.80626	261.528393
58441.80653	365.677861	58441.80676	206.370054	58441.80664	249.880819
58441.80691	355.733599	58441.80714	188.843781	58441.80703	256.737649
58441.80729	344.468695	58441.80752	204.140457	58441.80741	220.073496
58441.80767	378.450666	58441.80791	207.181745	58441.80779	269.199066
58441.80806	351.693633	58441.80829	223.09878	58441.80817	269.73167
58441.80844	349.564132	58441.80867	236.994979	58441.80855	291.725501
58441.80882	366.370966	58441.80905	205.402446	58441.80893	248.545193
58441.8092	365.451773	58441.80943	200.836163	58441.80932	248.971121
58441.80958	345.836565	58441.80981	204.492964	58441.8097	254.313138
58441.80996	329.625868	58441.81018	219.24709	58441.81007	252.929992
58441.81032	366.93308	58441.81056	238.332067	58441.81044	271.656398
58441.81071	371.955886	58441.81094	214.544386	58441.81082	277.778742
58441.81109	322.413113	58441.81132	227.253734	58441.81121	267.638535
58441.81147	357.857917	58441.8117	205.020045	58441.81158	239.574361
58441.81185	313.289528	58441.81208	205.175359	58441.81197	251.132393
58441.81224	309.199481	58441.81246	205.885859	58441.81235	247.51372
58441.81262	329.29514	58441.81285	208.589595	58441.81273	242.779201
58441.813	357.908667	58441.81322	232.835719	58441.8131	254.457974
58441.81337	390.338939	58441.8136	220.081482	58441.81348	258.423729
58441.81375	313.70957	58441.81398	210.606471	58441.81387	268.580998
58441.81413	334.803794	58441.81436	214.512179	58441.81425	248.446856
58441.81451	357.457582	58441.81475	214.254811	58441.81463	243.09567
58441.81489	325.618453	58441.81513	244.480935	58441.81501	247.18515
58441.81528	313.209385	58441.81551	229.094722	58441.81539	278.59576
58441.81566	337.150818	58441.81589	202.213401	58441.81577	250.79857
58441.81604	364.613246	58441.81627	197.742496	58441.81616	258.379568
58441.81642	339.946433	58441.81665	202.106155	58441.81654	240.485231
58441.81681	334.991945	58441.81704	215.193477	58441.81692	249.284148
58441.81719	325.551952	58441.81742	221.262458	58441.81731	239.624024
58441.81757	317.179201	58441.8178	208.699401	58441.81768	257.106381
58441.81795	313.389373	58441.81818	191.995598	58441.81807	227.920083
58441.81833	319.165288	58441.81856	203.624535	58441.81845	242.666112
58441.81872	332.591559	58441.81895	195.130368	58441.81883	234.242083
58441.8191	329.236066	58441.81933	208.98641	58441.81921	253.435993
58441.81948	351.006489	58441.81971	214.155453	58441.8196	251.561805
58441.81986	289.607885	58441.82009	200.259053	58441.81998	230.489469
58441.82024	300.361511	58441.82048	187.278191	58441.82036	230.381187
58441.82063	305.77242	58441.82086	185.397949	58441.82074	246.45155
58441.82101	293.786726	58441.82124	184.398749	58441.82112	245.276691
58441.82139	301.05575	58441.82162	196.354162	58441.8215	248.337774
58441.82177	292.944326	58441.822	214.057209	58441.82189	234.675197
58441.82215	311.06933	58441.82238	205.158664	58441.82227	245.731122
58441.82253	300.719203	58441.82275	192.909151	58441.82264	222.247393
58441.8229	312.046043	58441.82313	182.891278	58441.82301	220.946103
58441.82327	273.224766	58441.82351	202.658917	58441.82339	220.014875
58441.82366	306.108334	58441.82389	200.707059	58441.82377	243.660572
58441.82404	301.366854	58441.82427	204.103548	58441.82415	228.98487
58441.82442	324.672639	58441.82465	221.386686	58441.82454	285.891036
58441.8248	311.633015	58441.82503	216.321399	58441.82492	262.472751
58441.82519	326.796644	58441.82542	196.354635	58441.8253	240.782367
58441.82556	309.269932	58441.82579	208.004883	58441.82567	219.141955
58441.82594	316.700471	58441.82616	218.168309	58441.82604	222.417983
58441.82631	313.02424	58441.82654	198.336457	58441.82643	240.38332
58441.82669	292.835327	58441.82692	199.907249	58441.82681	242.061955
58441.82707	322.557113	58441.82731	213.880322	58441.82719	254.776777
58441.82745	272.345415	58441.82768	230.49396	58441.82757	220.739831
58441.82783	322.287475	58441.82806	205.261989	58441.82794	242.869773
58441.82821	300.252083	58441.82844	194.684845	58441.82832	206.717281
58441.82859	304.846857	58441.82881	197.748519	58441.82869	232.036227
58441.82896	320.192975	58441.82919	204.105076	58441.82907	235.522621
58441.82934	299.525852	58441.82957	194.119065	58441.82946	237.312473
58441.82972	287.05898	58441.82995	202.437638	58441.82984	208.233231
58441.8301	308.702982	58441.83034	202.715743	58441.83022	237.011869
58441.83049	290.828702	58441.83072	202.447577	58441.8306	212.068751
58441.83087	300.841515	58441.8311	200.457581	58441.83098	252.446984
58441.83125	288.857246	58441.83148	187.71103	58441.83137	207.239187
58441.83163	284.241185	58441.83186	214.095152	58441.83175	241.567513
58441.832	297.099079	58441.83224	194.615976	58441.83212	246.101781
58441.83238	282.050656	58441.83261	188.563469	58441.8325	231.785033
58441.83962	249.63734	58441.83985	188.267279	58441.83974	192.558494
58441.84	238.910131	58441.84023	186.770268	58441.84011	216.465414
58441.84038	255.952251	58441.84061	180.915285	58441.8405	221.480165
58441.84076	278.348108	58441.84098	191.205386	58441.84087	216.2304
58441.84113	280.872858	58441.84137	182.985768	58441.84125	215.36387
58441.84152	263.960217	58441.84175	176.198731	58441.84163	215.505796
58441.8419	272.197801	58441.84213	177.842704	58441.84201	221.077354
58441.84228	255.532187	58441.84251	165.970916	58441.8424	190.150291
58441.84266	231.652123	58441.84288	181.637802	58441.84277	193.622671
58441.84303	273.989898	58441.84327	167.536983	58441.84315	210.203845
58441.84341	248.817305	58441.84365	178.547314	58441.84353	202.167185
58441.8438	272.622151	58441.84403	178.107585	58441.84391	209.301657
58441.84418	247.879774	58441.84441	193.969493	58441.84429	189.78081
58441.84456	256.695886	58441.84479	185.350381	58441.84468	215.317439
58441.84494	248.428616	58441.84517	197.915036	58441.84506	218.507263
58441.84533	266.264776	58441.84556	188.048927	58441.84544	206.217797
58441.84571	270.455748	58441.84594	191.696936	58441.84582	206.252382
58441.84609	259.777655	58441.84632	181.212443	58441.8462	202.115009
58441.84647	263.480867	58441.8467	181.460967	58441.84659	207.077139
58441.84685	257.546308	58441.84708	171.39224	58441.84697	194.944418
58441.84723	243.488863	58441.84747	180.242849	58441.84735	197.080164
58441.84761	230.779645	58441.84785	162.164436	58441.84773	194.395717
58441.848	254.984687	58441.84822	173.698165	58441.8481	193.674731
58441.84837	235.301514	58441.8486	173.28862	58441.84848	194.654679
58441.84875	261.821104	58441.84898	143.711281	58441.84887	196.728354
58441.84913	228.990368	58441.84936	159.295401	58441.84925	201.825684
58441.84952	254.007039	58441.84975	169.281778	58441.84963	194.96903
58441.8499	233.854968	58441.85013	177.670439	58441.85001	193.14296
58441.85028	257.613459	58441.85051	161.727226	58441.85039	200.604059
58441.85066	205.562678	58441.85089	153.914494	58441.85078	168.675731
58441.85104	208.631092	58441.85127	175.479279	58441.85116	168.464279
58441.85142	214.984127	58441.85166	156.451659	58441.85154	185.811179
58441.8518	199.493544	58441.85204	166.890641	58441.85192	192.105612
58441.85219	242.76604	58441.85241	169.705549	58441.85229	199.660836
58441.85256	246.464631	58441.85279	165.507948	58441.85267	194.974854
58441.85294	212.738917	58441.85317	165.601551	58441.85306	168.900343
58441.85332	200.952863	58441.85355	144.542228	58441.85344	168.404129
58441.8537	201.766839	58441.85394	154.998289	58441.85382	173.173461
58441.85408	228.883018	58441.85432	137.791478	58441.8542	194.588822
58441.85447	212.366643	58441.8547	167.348132	58441.85458	171.583238
58441.85485	237.265019	58441.85508	151.841573	58441.85497	193.312796
58441.85523	192.637911	58441.85546	152.449033	58441.85535	157.286819
58441.85561	194.903937	58441.85585	130.648542	58441.85573	151.102394
58441.85599	182.837491	58441.85623	136.038445	58441.85611	153.756849
58441.85638	199.990541	58441.8566	193.256598	58441.85648	152.905514
58441.85675	155.054818	58441.85698	166.842041	58441.85686	139.760459
58441.85713	257.298828	58441.85736	222.63625	58441.85725	199.364325
58441.85751	175.209347	58441.85774	228.531085	58441.85763	158.651209
58441.8579	187.453385	58441.85813	251.148227	58441.85801	135.071009
58441.85828	290.815302	58441.85851	233.419363	58441.85839	146.756465
58441.85866	485.169336	58441.85888	273.783753	58441.85877	145.34408
58441.85903	376.999415	58441.85926	274.690257	58441.85914	300.548695
58441.85941	534.675288	58441.85964	298.448808	58441.85953	264.335039
58441.85979	452.756059	58441.86002	254.790752	58441.85991	266.640853
58441.86017	575.693318	58441.86041	296.925033	58441.86029	292.173014
58441.86056	462.174058	58441.86079	288.785104	58441.86067	280.234636
58441.86094	586.74217	58441.86117	299.993687	58441.86105	317.898371
58441.86132	640.976362	58441.86155	315.246968	58441.86144	381.112572
58441.8617	701.674817	58441.86193	284.338497	58441.86182	348.813356
58441.86209	764.761491	58441.86232	284.039191	58441.8622	394.137191
58441.86247	748.663001	58441.8627	337.490142	58441.86258	354.101746
58441.86285	647.80147	58441.86307	322.06586	58441.86296	351.037045
58441.86322	975.239819	58441.86345	354.992102	58441.86333	413.704183
58441.8636	924.555992	58441.86383	453.937508	58441.86372	478.780655
58441.86398	860.924388	58441.86421	446.364804	58441.8641	415.784794
58441.86436	966.368914	58441.8646	344.532714	58441.86448	441.286218
58441.86475	1090.311918	58441.86498	343.945613	58441.86486	434.804847
58441.86513	3355.308655	58441.86536	372.935269	58441.86524	404.428226
58441.86551	-53280.14256	58441.86574	368.295464	58441.86563	358.06707
58441.86589	-3748.664217	58441.86612	507.260221	58441.86601	456.173372
58441.86627	4665.604558	58441.86651	355.636116	58441.86639	628.681651
58441.86666	3187.447449	58441.86689	295.703752	58441.86677	565.379434
58441.86704	45034.41819	58441.86726	363.604498	58441.86715	638.842118
58441.86741	83484.73898	58441.86764	452.341178	58441.86753	576.245221
58441.86779	6015.954493	58441.86802	327.727635	58441.86791	439.249437
58441.86817	3612.329006	58441.8684	399.408239	58441.86829	741.856636
58441.86855	-18592.82447	58441.86879	317.351749	58441.86867	560.876521
58441.86894	4926.075096	58441.86917	337.103426	58441.86905	594.238423
58441.86932	2719.834388	58441.86955	344.609423	58441.86943	476.300738
58441.8697	12469.63152	58441.86993	328.422561	58441.86982	479.521127
58441.87008	-2974.273433	58441.87031	335.100599	58441.8702	536.907052
58441.87046	4944.865245	58441.8707	306.508413	58441.87058	520.542743
58441.87085	-2713.185497	58441.87108	334.383378	58441.87096	519.569611
58441.87123	5698.592128	58441.87146	379.535103	58441.87134	707.879074
58441.87161	6945.683794	58441.87184	369.61334	58441.87173	619.633418
58441.87199	3127.297835	58441.87221	364.767577	58441.8721	481.112384
58441.87236	-8373.751348	58441.87259	331.307011	58441.87248	642.066085
58441.87274	9282.908178	58441.87298	330.360594	58441.87286	625.110561
58441.87313	-5520.637795	58441.87336	318.528899	58441.87324	799.842085
58441.87351	3098.995791	58441.87374	381.374145	58441.87362	626.218997
58441.87389	3981.629798	58441.87412	289.572398	58441.87401	673.60286
58441.87427	4672.097163	58441.8745	337.693907	58441.87439	613.378849
58441.87465	-15222.60811	58441.87489	387.647435	58441.87477	596.970765
58441.87504	2950.741676	58441.87527	297.957471	58441.87515	505.659927
58441.87542	3227.287297	58441.87564	306.197689	58441.87553	550.845848
58441.87579	15148.38294	58441.87602	325.143904	58441.8759	618.207385
58441.87617	1512.862484	58441.8764	339.802876	58441.87629	724.251113
58441.87655	-1578.870778	58441.87678	321.156236	58441.87667	519.977682
58441.87693	-9080.49644	58441.87717	278.838813	58441.87705	853.181696
58441.87732	18723.54984	58441.87755	240.653142	58441.87743	584.767037
