 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5
1,HD106306_Bessell B_0043_out.fits,1,0,58589.48955,2458589.49,2458589.489,2458589.484,2458589.485,-1,-70.160158,NaN,10,0,0,4.624141,5,11,17,20.461301,0.361929,0.537459,0.301362,0.18078,0.124049,0.00485,0.006672,0.004229,0.002973,164.944909,74.620054,80.554369,71.256318,60.81025,28565.42908,169.102881,449.442462,406.167136,449.942462,618.332864,584485.8535,78.539816,764.523195,764.510295,22710,7441.90502,0,507,4.924672,5.421526,5.27994,5.563113,58.301684,0.986414,799.435347,380.07129,799.935347,644.42871,7591.191397,87.17105,87.083859,362,96.654051,0,4.34903,4.989086,4.823179,5.154993,59.538062,0.981312,761.639162,668.592232,762.139162,355.907768,9985.796341,99.967011,99.890917,455,127.143108,0,4.764552,5.054331,4.94935,5.159311,56.115659,0.987955,167.282156,640.358304,167.782156,384.141696,6615.016587,81.379288,81.286243,314,84.225007,0,4.571419,4.853552,4.748924,4.958179,52.861997,0.974714,321.37657,314.009898,321.87657,710.490102,4373.424751,66.189128,66.07467,209,55.684173,0,4.511031,4.770117,4.402894,5.13734,69.69941,0.95936
2,HD106306_Bessell B_0046_out.fits,2,0,58589.49003,2458589.49,2458589.49,2458589.485,2458589.486,-1,-69.989264,NaN,10,0,0,5.325571,5,11,17,20.396233,0.364079,0.55082,0.307972,0.166123,0.122354,0.004821,0.006741,0.004252,0.002785,166.698463,75.523497,81.712456,72.437335,59.654704,29179.72822,170.909558,450.388467,405.797282,450.888467,618.702718,595156.5221,78.539816,771.470122,771.457644,24844,7577.768192,0,512,4.654812,5.281286,5.326863,5.235708,34.823455,0.997538,800.411935,379.87555,800.911935,644.62445,7788.197211,88.293756,88.207791,397,99.162407,0,4.412937,4.750802,4.726261,4.775342,48.765431,0.993787,762.487791,668.288961,762.987791,356.211039,10364.05654,101.841343,101.766691,491,131.959266,0,4.581552,4.884062,4.960166,4.807959,34.891772,0.991871,168.252943,639.971365,168.752943,384.528635,6870.594862,82.934824,82.843305,364,87.479131,0,4.378494,4.738247,4.766847,4.709647,40.897374,0.992846,322.43692,313.721962,322.93692,710.778038,4156.879599,64.532516,64.415273,285,52.927035,0,3.975919,4.318252,4.16757,4.468934,62.257914,0.984868
3,HD106306_Bessell B_0049_out.fits,3,0,58589.4905,2458589.491,2458589.49,2458589.485,2458589.486,-1,-69.817402,NaN,10,0,0,5.830162,5,11,17,20.599243,0.364466,0.543226,0.30855,0.169707,0.1243,0.004854,0.006702,0.004283,0.002841,165.722598,75.082713,81.05056,72.032429,59.744855,28826.15079,169.871961,450.340091,405.845972,450.840091,618.654028,593796.8726,78.539816,770.58806,770.57627,21870,7560.456598,0,498,5.097932,5.466487,5.110944,5.822029,89.839165,0.983221,800.219585,379.736175,800.719585,644.763825,7699.831167,87.791932,87.705453,341,98.037295,0,4.715579,5.050876,4.567882,5.53387,270.646251,0.964064,762.277714,668.309377,762.777714,356.190623,10147.00599,100.769955,100.694755,422,129.195693,0,4.883981,5.085312,4.649245,5.521379,86.933764,0.970681,168.159688,640.06981,168.659688,384.43019,6797.064264,82.490195,82.398451,307,86.54291,0,4.750244,4.935519,4.576976,5.294063,88.488914,0.979053,322.367507,313.737905,322.867507,710.762095,4182.249369,64.729001,64.611678,225,53.250053,0,4.377502,4.631462,4.00733,5.255594,88.616834,0.929764
4,HD106306_Bessell B_0052_out.fits,4,0,58589.49098,2458589.491,2458589.491,2458589.486,2458589.487,-1,-69.645735,NaN,10,0,0,5.968553,5,11,17,20.41315,0.369775,0.54585,0.293258,0.176721,0.123982,0.004939,0.006772,0.004153,0.002934,164.646045,74.861068,80.598304,70.607145,60.224266,28465.19757,168.806144,449.317205,405.103761,449.817205,619.396239,581064.3398,78.539816,762.28229,762.269238,20691,7398.340955,0,518,5.179673,5.546869,5.285013,5.808725,71.01019,0.985716,799.128488,379.174269,799.628488,645.325731,7684.268175,87.703252,87.616685,336,97.839141,0,4.650841,5.082001,4.697749,5.466254,75.631718,0.970594,761.293588,667.521397,761.793588,356.978603,10051.24954,100.293696,100.218159,415,127.976484,0,4.776705,5.010265,4.828518,5.192012,62.309049,0.983734,167.0219,639.292892,167.5219,385.207108,6454.743466,80.388667,80.294197,293,82.184346,0,4.651318,4.964724,4.669167,5.26028,66.811843,0.970428,321.220582,312.977355,321.720582,711.522645,4274.936391,65.440742,65.325304,208,54.430181,0,4.754067,4.930506,4.515863,5.345148,77.648324,0.966204
5,HD106306_Bessell B_0055_out.fits,5,0,58589.49145,2458589.491,2458589.491,2458589.486,2458589.487,-1,-69.475502,NaN,10,0,0,5.669584,5,11,17,20.139906,0.363091,0.557779,0.296788,0.171924,0.120938,0.004814,0.006819,0.004141,0.002849,166.531251,75.422268,81.801908,71.671695,60.34561,29138.49931,170.788692,449.94068,404.735483,450.44068,619.764517,586846.6362,78.539816,766.065896,766.052424,23527,7471.963439,0,514,4.87826,5.345939,5.156153,5.535724,77.047672,0.993785,799.882939,378.76113,800.382939,645.73887,7761.720753,88.14366,88.057619,369,98.825298,0,4.610874,4.831494,4.603327,5.059662,76.593916,0.98885,762.00318,667.170604,762.50318,357.329396,10433.34447,102.180773,102.106728,481,132.841468,0,4.578169,4.947409,4.676722,5.218097,76.257817,0.984876,167.509051,638.875819,168.009051,385.624181,6668.750701,81.708731,81.616134,353,84.909171,0,4.202386,4.714986,4.458224,4.971747,74.952869,0.984247,321.846961,312.479819,322.346961,712.020181,4274.683383,65.438868,65.323309,234,54.426959,0,4.109677,4.598228,4.264569,4.931886,270.066792,0.979159
6,HD106306_Bessell B_0058_out.fits,6,0,58589.49191,2458589.492,2458589.492,2458589.487,2458589.487,-1,-69.308059,NaN,10,0,0,5.977455,5,11,17,20.709921,0.368932,0.539795,0.302208,0.173515,0.12625,0.004951,0.006736,0.004263,0.002911,164.038552,74.52077,80.141518,70.898245,59.596734,28236.88131,168.128549,449.81318,404.252187,450.31318,620.247813,584783.5853,78.539816,764.71782,764.705058,22261,7445.695859,0,504,4.98303,5.463284,5.301012,5.625557,290.307088,0.993887,799.631087,378.262274,800.131087,646.237726,7609.942906,87.27841,87.191585,345,96.892802,0,4.71194,4.958923,4.685932,5.231913,289.182032,0.980401,761.848204,666.61394,762.348204,357.88606,9898.8088,99.530874,99.454656,416,126.035548,0,4.838704,5.11169,4.957005,5.266376,288.764181,0.994187,167.507574,638.369443,168.007574,386.130557,6553.039594,80.997664,80.904057,307,83.435891,0,4.917429,4.91125,4.739333,5.083167,290.926168,0.991188,321.966821,312.036292,322.466821,712.463708,4175.090005,64.67358,64.556346,207,53.158897,0,4.766588,4.716673,4.304002,5.129343,283.399487,0.96215
7,HD106306_Bessell B_0061_out.fits,7,0,58589.49239,2458589.492,2458589.492,2458589.487,2458589.488,-1,-69.13702,NaN,10,0,0,5.959745,5,11,17,20.583053,0.363637,0.538109,0.305663,0.175608,0.124945,0.004875,0.006688,0.004279,0.002921,164.736674,74.597759,80.456247,71.426714,60.11221,28485.58331,168.866627,450.153848,403.729911,450.653848,620.770089,586320.2755,78.539816,765.721727,765.709337,20717,7465.261607,0,503,5.108153,5.506727,5.238688,5.774767,288.383592,0.985302,800.1486,377.736195,800.6486,646.763805,7596.169163,87.199537,87.112494,335,96.71743,0,4.779891,5.012164,4.610727,5.413601,285.809007,0.965065,762.102607,666.242857,762.602607,358.257143,9965.713318,99.866438,99.790415,419,126.887403,0,4.71289,5.087592,4.792503,5.382681,283.575714,0.983118,167.992077,638.107599,168.492077,386.392401,6668.630979,81.708133,81.615265,313,84.907647,0,4.595529,4.885117,4.525406,5.244829,283.24229,0.973219,322.14029,311.762839,322.64029,712.737161,4255.069852,65.289002,65.172842,198,54.177232,0,4.624807,4.738491,4.220521,5.25646,279.406524,0.947909
8,HD106306_Bessell B_0064_out.fits,8,0,58589.49286,2458589.493,2458589.493,2458589.488,2458589.488,-1,-68.965453,NaN,10,0,0,5.859459,5,11,17,20.400625,0.369451,0.552426,0.303872,0.164577,0.120924,0.004817,0.006677,0.00416,0.002735,168.705954,76.692623,82.730812,73.048479,60.170929,29885.77193,172.962807,451.969413,403.707801,452.469413,620.792199,609688.434,78.539816,780.831149,780.819816,23209,7762.794242,0,504,5.046443,5.361321,5.226841,5.495802,297.666835,0.992231,801.943786,377.656621,802.443786,646.843379,8062.593165,89.83428,89.749627,404,102.656125,0,4.597115,4.850961,4.678227,5.023695,294.927457,0.987829,763.996055,666.232464,764.496055,358.267536,10634.76048,103.161749,103.088214,502,135.405976,0,4.632134,4.956322,4.779281,5.133363,295.850687,0.986746,169.829555,637.957965,170.329555,386.542035,6964.992199,83.501978,83.411105,339,88.681035,0,4.530899,4.76271,4.638521,4.886899,305.406914,0.974853,323.703848,311.420927,324.203848,713.079073,4223.426087,65.046199,64.929637,230,53.774331,0,4.530959,4.629424,4.330596,4.928251,289.839186,0.972096
9,HD106306_Bessell B_0067_out.fits,9,0,58589.49334,2458589.493,2458589.493,2458589.488,2458589.489,-1,-68.794363,NaN,10,0,0,6.381104,5,11,17,20.649242,0.352814,0.56859,0.313079,0.160475,0.125725,0.004778,0.007033,0.004369,0.002765,164.241138,73.838278,80.846615,71.65874,58.029896,28310.39599,168.346957,452.094494,403.394514,452.594494,621.105486,584588.2186,78.539816,764.589862,764.577518,18472,7443.208373,0,511,5.748668,5.614804,5.384965,5.844643,75.23965,0.991178,801.998963,377.274093,802.498963,647.225907,7383.35398,85.970564,85.882349,301,94.007783,0,5.441809,5.05661,4.66419,5.449029,83.258143,0.974829,764.106623,665.821603,764.606623,358.678397,10262.08671,101.339384,101.264546,390,130.660946,0,5.255007,5.203535,4.933525,5.473546,87.041973,0.989173,169.963569,637.623971,170.463569,386.876029,6750.07758,82.204888,82.11285,277,85.944657,0,4.816022,5.035159,4.754137,5.316181,75.233063,0.983643,323.9776,311.303386,324.4776,713.196614,3914.877719,62.629431,62.508594,183,49.845771,0,4.784557,4.878114,4.56341,5.192818,83.129878,0.982503
10,HD106306_Bessell B_0070_out.fits,10,0,58589.49381,2458589.494,2458589.494,2458589.489,2458589.489,-1,-68.623733,NaN,10,0,0,6.458103,5,11,17,20.703226,0.360506,0.550919,0.307276,0.169248,0.127238,0.004903,0.006909,0.00435,0.002888,162.71312,73.522296,79.733552,70.638532,58.595954,27783.2757,166.77405,452.295285,402.646767,452.795285,621.853233,575203.4263,78.539816,758.428102,758.415234,18057,7323.717487,0,512,5.823689,5.5469,5.442332,5.651468,74.581083,0.998073,802.226153,376.601399,802.726153,647.898601,7361.993953,85.846282,85.757866,291,93.735818,0,5.324519,5.066584,4.890893,5.242274,71.448915,0.992457,764.435081,665.240095,764.935081,359.259905,9869.199989,99.38201,99.305699,385,125.658557,0,5.350664,5.168373,4.94611,5.390636,77.491459,0.991025,170.0888,636.888884,170.5888,387.611116,6530.469949,80.858134,80.764539,269,83.148526,0,4.899817,5.059413,4.922599,5.196226,75.468593,0.996177,323.994387,310.425657,324.494387,714.074343,4021.611806,63.475805,63.35661,198,51.204752,0,4.510721,4.893213,4.867226,4.919199,51.059137,0.99744
11,HD106306_Bessell B_0073_out.fits,11,0,58589.49428,2458589.494,2458589.494,2458589.489,2458589.49,-1,-68.454928,NaN,10,0,0,5.74583,5,11,17,20.258897,0.36092,0.552435,0.314869,0.162085,0.120162,0.004734,0.006681,0.004272,0.00271,168.596407,76.239771,82.690777,73.701492,59.812075,29856.71444,172.878681,453.083968,402.486399,453.583968,622.013601,604864.0959,78.539816,777.736062,777.724122,24047,7701.368862,0,511,4.693716,5.281516,5.256973,5.30606,47.484717,0.988489,802.983064,376.450312,803.483064,648.049688,7918.093144,89.026261,88.941095,400,100.816293,0,4.358174,4.792037,4.618398,4.965675,55.968993,0.962472,765.147694,664.981451,765.647694,359.518549,10624.53605,103.112182,103.038611,506,135.275794,0,4.577353,4.85853,4.74503,4.97203,57.985549,0.988629,170.876615,636.699921,171.376615,387.800079,7149.727728,84.600921,84.511228,355,91.033161,0,4.475384,4.751941,4.64303,4.860852,54.124464,0.978595,324.973888,310.395009,325.473888,714.104991,4164.35752,64.590444,64.473276,221,53.022247,0,4.166423,4.665651,4.771775,4.559527,37.827392,0.966323
12,HD106306_Bessell B_0076_out.fits,12,0,58589.49475,2458589.495,2458589.495,2458589.49,2458589.49,-1,-68.283813,NaN,10,0,0,6.389956,5,11,17,20.989806,0.367725,0.54118,0.314639,0.163683,0.128937,0.004978,0.006804,0.004426,0.002827,162.791134,73.87537,79.538141,71.091782,57.908263,27792.41001,166.801349,453.070074,402.908507,453.570074,621.591493,583357.2978,78.539816,763.784606,763.772002,18895,7427.535803,0,511,5.684573,5.649377,5.198468,6.100286,281.520943,0.970288,803.043707,376.893031,803.543707,647.606969,7472.233951,86.485929,86.398262,286,95.139438,0,5.303385,5.171906,4.483553,5.860259,278.0921,0.925826,765.055416,665.497744,765.555416,359.002256,9759.204537,98.826953,98.750435,363,124.258051,0,5.159901,5.245618,4.767258,5.723978,282.070171,0.960711,170.887624,637.182739,171.387624,387.317261,6651.700747,81.604342,81.511603,311,84.692084,0,4.741865,5.132826,4.500961,5.764692,281.155144,0.931275,324.975853,310.733867,325.475853,713.766133,3909.270779,62.584652,62.463729,193,49.774381,0,5.314228,5.013057,4.606077,5.420037,287.996303,0.960254
13,HD106306_Bessell B_0079_out.fits,13,0,58589.49522,2458589.495,2458589.495,2458589.49,2458589.491,-1,-68.113183,NaN,10,0,0,6.513613,5,11,17,20.860679,0.358895,0.55883,0.311395,0.162717,0.126708,0.00483,0.006914,0.004342,0.002784,164.635708,74.299698,80.826382,71.712504,58.448313,28433.16145,168.711207,453.765617,402.452488,454.265617,622.047512,593135.0452,78.539816,770.158698,770.146525,21134,7552.029949,0,512,5.395133,5.46099,5.283188,5.638793,292.032791,0.991805,803.809066,376.37982,804.309066,648.12018,7509.426792,86.700638,86.613281,307,95.612991,0,5.218698,4.919679,4.526777,5.312582,283.855417,0.96786,765.821109,664.760577,766.321109,359.739423,10193.0924,100.998378,100.923328,414,129.782483,0,5.143264,5.102378,4.845561,5.359194,281.062437,0.988251,171.547302,636.538223,172.047302,387.961777,6751.549661,82.213988,82.121666,268,85.9634,0,5.39721,4.975047,4.652535,5.29756,285.902439,0.97692,325.682729,310.161735,326.182729,714.338265,3979.092594,63.139992,63.020163,174,50.66338,0,5.023802,4.95327,5.01417,4.89237,322.101034,0.989958
14,HD106306_Bessell B_0082_out.fits,14,0,58589.4957,2458589.496,2458589.496,2458589.49,2458589.491,-1,-67.941612,NaN,10,0,0,6.376042,5,11,17,20.963166,0.363768,0.55547,0.309771,0.162314,0.128129,0.004912,0.006922,0.004353,0.002797,163.609251,74.062308,80.24468,71.159406,58.025179,28073.79018,167.642704,455.020969,401.784436,455.520969,622.715564,588515.5131,78.539816,767.153672,767.141623,20749,7493.21224,0,515,5.469465,5.554514,5.288306,5.820721,71.457018,0.985629,804.943859,375.716407,805.443859,648.783593,7488.332482,86.578973,86.491353,318,95.34441,0,5.152945,5.064414,4.750403,5.378425,74.569172,0.97929,766.980575,664.087296,767.480575,360.412704,10025.36012,100.164525,100.08893,446,127.64685,0,5.009927,5.134148,4.813302,5.454994,68.300035,0.970639,172.87923,635.857143,173.37923,388.642857,6639.671106,81.530602,81.437779,301,84.538918,0,5.045101,5.001108,4.772919,5.229298,66.426767,0.982072,327.233956,309.585116,327.733956,714.914884,3920.426471,62.673651,62.553025,182,49.91642,0,4.68916,4.90748,4.743079,5.071881,57.756824,0.975858
15,HD106306_Bessell B_0085_out.fits,15,0,58589.49617,2458589.496,2458589.496,2458589.491,2458589.492,-1,-67.770543,NaN,10,0,0,6.027481,5,11,17,20.711102,0.360398,0.550987,0.314027,0.16394,0.124834,0.004808,0.006777,0.004335,0.002775,165.909268,74.96059,81.300348,72.43884,59.069705,28883.76358,170.041183,456.432541,401.498728,456.932541,623.001272,598214.5775,78.539816,773.448983,773.437668,22284,7616.704563,0,515,5.114789,5.393351,5.187981,5.598721,295.006275,0.985996,806.300631,375.543726,806.800631,648.956274,7651.914786,87.518437,87.432032,343,97.427205,0,4.744907,4.89462,4.675505,5.113736,294.911392,0.980818,768.500494,663.860691,769.000494,360.639309,10260.93133,101.333537,101.258988,478,130.646235,0,4.679627,5.007071,4.747116,5.267026,295.850219,0.972082,174.132487,635.675388,174.632487,388.824612,6902.654807,83.127726,83.036733,319,87.887331,0,4.536334,4.9141,4.650833,5.177367,294.083152,0.97434,328.60902,309.324735,329.10902,715.175265,4068.262657,63.842171,63.723752,195,51.798729,0,4.685707,4.706657,4.41631,4.997005,292.857199,0.969014
16,HD106306_Bessell B_0088_out.fits,16,0,58589.49665,2458589.497,2458589.497,2458589.491,2458589.492,-1,-67.599473,NaN,10,0,0,5.922655,5,11,17,20.474397,0.34542,0.547375,0.320393,0.172152,0.120403,0.004541,0.006573,0.004292,0.002793,170.049135,76.074444,83.271259,74.654044,61.626244,30357.93842,174.322265,457.490495,401.017983,457.990495,623.482017,621560.4808,78.539816,788.396772,788.38537,23872,7913.953836,0,502,4.978284,5.360336,5.01108,5.709593,89.661756,0.98316,807.252355,374.871534,807.752355,649.628466,7794.018385,88.326668,88.240828,369,99.236524,0,4.590902,4.843162,4.669312,5.017012,270.527318,0.994857,769.431835,663.528121,769.931835,360.971879,10738.95184,103.66547,103.592371,515,136.732581,0,4.478465,4.872914,4.591624,5.154205,89.854065,0.986759,175.253333,635.059248,175.753333,389.440752,7366.339426,85.871458,85.783327,373,93.791147,0,4.606635,4.746407,4.533243,4.95957,270.681694,0.99196,329.645581,308.848714,330.145581,715.651286,4458.628776,66.829745,66.716232,230,56.769025,0,4.931509,4.418209,3.879299,4.95712,88.132129,0.941974
17,HD106306_Bessell B_0091_out.fits,17,0,58589.49712,2458589.497,2458589.497,2458589.492,2458589.493,-1,-67.427418,NaN,10,0,0,6.402503,5,11,17,20.936266,0.361421,0.554877,0.312355,0.162322,0.128567,0.00491,0.006948,0.0044,0.00281,162.843289,73.606138,79.859152,70.983207,57.756077,27813.4583,166.86452,457.423545,400.728812,457.923545,623.771188,582309.9588,78.539816,763.09856,763.086171,18417,7414.200669,0,511,5.851314,5.598564,5.232123,5.965005,286.295493,0.976066,807.271773,374.726956,807.771773,649.773044,7383.730604,85.972708,85.884588,320,94.012578,0,5.03114,5.119479,4.723592,5.515366,282.590164,0.97114,769.497463,663.339433,769.997463,361.160567,9925.570694,99.665223,99.589108,382,126.376291,0,5.18459,5.122303,4.720383,5.524224,291.835855,0.953502,175.264528,634.897656,175.764528,389.602344,6619.909288,81.409393,81.316284,276,84.287303,0,5.087021,5.078478,4.716774,5.440183,286.875135,0.970945,329.619753,308.462958,330.119753,716.037042,3884.247718,62.384418,62.263107,178,49.455778,0,4.935796,4.649398,3.906165,5.392631,283.527738,0.877463
18,HD106306_Bessell B_0094_out.fits,18,0,58589.4976,2458589.498,2458589.498,2458589.492,2458589.493,-1,-67.256369,NaN,10,0,0,6.561583,5,11,17,20.647962,0.349877,0.547255,0.320165,0.169037,0.123672,0.004671,0.006695,0.00437,0.002812,166.956784,74.908681,81.738475,73.268639,60.102233,29253.4176,171.124755,457.839232,400.652924,458.339232,623.847076,604023.4415,78.539816,777.195415,777.183486,19990,7690.665317,0,517,5.735739,5.54276,5.292346,5.793173,284.372781,0.989422,807.681226,374.615011,808.181226,649.884989,7582.244987,87.119613,87.032584,332,96.540142,0,5.187399,5.0979,4.698522,5.497277,282.964444,0.970016,769.847631,662.991752,770.347631,361.508248,10346.76534,101.756254,101.681861,427,131.739108,0,5.526608,5.148558,4.816613,5.480502,280.193045,0.981233,175.506077,634.865479,176.006077,389.634521,7094.514333,84.273783,84.18412,304,90.330162,0,5.053998,5.031981,4.734822,5.329141,288.011564,0.978822,329.84752,308.608583,330.34752,715.891417,4229.892938,65.095692,64.979614,200,53.85667,0,4.90167,4.6865,4.037309,5.335691,276.886479,0.921668
19,HD106306_Bessell B_0097_out.fits,19,0,58589.49807,2458589.498,2458589.498,2458589.493,2458589.494,-1,-67.084765,NaN,10,0,0,6.332909,5,11,17,20.810456,0.351296,0.559135,0.316843,0.163878,0.126616,0.00476,0.006928,0.004405,0.002801,164.359244,73.801876,80.70133,71.921199,58.503043,28340.92699,168.437506,459.093929,400.470875,459.593929,624.029125,589787.6247,78.539816,767.982562,767.970074,20323,7509.409267,0,517,5.35364,5.53791,5.445574,5.630247,270.629397,0.998888,809.090558,374.454095,809.590558,650.045905,7367.784227,85.879791,85.791827,324,93.809542,0,4.628038,5.075169,4.871747,5.278592,270.245122,0.993594,771.163768,663.01362,771.663768,361.48638,10163.5907,100.852232,100.777053,389,129.406856,0,5.240024,5.119105,4.893737,5.344472,271.859901,0.992245,176.79184,634.534208,177.29184,389.965792,6819.052086,82.623399,82.531731,280,86.822868,0,5.176809,5.060851,4.872805,5.248897,286.457373,0.992185,330.958297,308.288996,331.458297,716.211004,3990.499978,63.230184,63.110681,203,50.808624,0,4.704452,4.800831,4.426133,5.175528,274.053811,0.975439
20,HD106306_Bessell B_0100_out.fits,20,0,58589.49854,2458589.499,2458589.498,2458589.493,2458589.494,-1,-66.91413,NaN,10,0,0,6.284369,5,11,17,20.673916,0.358796,0.545185,0.314712,0.167869,0.123328,0.004742,0.006647,0.004297,0.002789,167.633742,75.663361,82.021872,73.236548,60.19546,29489.18776,171.81227,460.1602,399.712063,460.6602,624.787937,609656.9999,78.539816,780.811171,780.799536,19947,7762.394011,0,518,5.54656,5.530753,5.252895,5.808611,287.649227,0.98492,810.185062,373.791943,810.685062,650.708057,7786.755245,88.285543,88.199664,332,99.144047,0,4.974377,5.005637,4.635047,5.376227,284.102933,0.972076,772.297912,662.276851,772.797912,362.223149,10404.62347,102.040127,101.965999,416,132.47578,0,4.935304,5.02382,4.577631,5.470009,281.482251,0.963363,177.994067,633.894492,178.494067,390.605508,7059.037104,84.063102,83.973075,316,89.878452,0,4.986008,4.929577,4.602541,5.256612,286.346078,0.975361,331.947237,307.610081,332.447237,716.889919,4238.771939,65.163842,65.047914,205,53.969721,0,4.646689,4.819929,4.443287,5.196571,289.142854,0.960836
21,HD106306_Bessell B_0103_out.fits,21,0,58589.49902,2458589.499,2458589.499,2458589.494,2458589.495,-1,-66.742593,NaN,10,0,0,6.433892,5,11,17,20.792272,0.362928,0.547353,0.308877,0.168215,0.124241,0.004792,0.006681,0.004246,0.002797,167.354929,75.731188,81.922423,72.746652,60.131458,29383.56178,171.504595,459.768741,400.082797,460.268741,624.417203,610951.0054,78.539816,781.639185,781.627914,21685,7778.8698,0,516,5.555978,5.514525,5.192435,5.836615,294.579577,0.968309,809.863448,373.921208,810.363448,650.578792,7824.420571,88.498512,88.413019,328,99.623617,0,5.175709,5.003331,4.71523,5.291431,297.092272,0.961525,771.810001,662.430024,772.310001,362.069976,10394.00047,101.988041,101.913914,461,132.340524,0,5.080481,5.063719,4.54286,5.584578,287.782637,0.937374,177.564222,634.268916,178.064222,390.231084,6934.110168,83.316806,83.225828,297,88.287833,0,5.177434,4.987752,4.607364,5.36814,297.402785,0.930771,331.616423,307.93182,332.116423,716.56818,4231.030573,65.104445,64.988352,216,53.871154,0,4.895486,4.812192,4.432836,5.191549,291.058762,0.955378
22,HD106306_Bessell B_0106_out.fits,22,0,58589.4995,2458589.499,2458589.499,2458589.494,2458589.495,-1,-66.570621,NaN,10,0,0,5.909575,5,11,17,20.419562,0.352106,0.548191,0.320041,0.166935,0.120047,0.004605,0.00658,0.004287,0.002738,170.096076,76.453592,83.317584,74.65812,60.976005,30378.4777,174.381173,459.953653,399.895612,460.453653,624.604388,620315.2225,78.539816,787.606509,787.595348,24925,7898.098715,0,507,4.93956,5.258808,5.026732,5.490885,293.555447,0.983247,809.858863,373.941928,810.358863,650.558072,7910.952359,88.98617,88.90092,411,100.725374,0,4.634215,4.611508,4.349794,4.873222,291.044651,0.976756,771.882159,662.345998,772.382159,362.154002,10756.56018,103.750326,103.677363,552,136.956778,0,4.449477,4.759339,4.436916,5.081762,289.056674,0.970615,177.843232,633.975953,178.343232,390.524047,7365.190837,85.864864,85.776539,369,93.776522,0,4.48357,4.759551,4.491415,5.027687,292.332904,0.975061,331.75247,307.848937,332.25247,716.651063,4345.774325,65.979923,65.865102,250,55.332117,0,4.607163,4.438592,4.02201,4.855173,287.980218,0.947155
23,HD106306_Bessell B_0109_out.fits,23,0,58589.49997,2458589.5,2458589.5,2458589.495,2458589.496,-1,-66.400454,NaN,10,0,0,5.517077,5,11,17,20.356488,0.359269,0.537789,0.31796,0.169211,0.119646,0.004675,0.006471,0.004265,0.002761,170.139245,76.845701,83.108569,74.55675,61.291282,30398.22937,174.437662,460.341518,399.169648,460.841518,625.330352,618801.1776,78.539816,786.645059,786.633273,25742,7878.821297,0,508,4.702395,5.19325,5.214363,5.172138,318.889301,0.996391,810.385593,373.324301,810.885593,651.175699,8034.562817,89.678017,89.593448,411,102.299231,0,4.355237,4.580318,4.536008,4.624628,309.933697,0.987907,772.532013,661.829468,773.032013,362.670532,10630.73448,103.142071,103.068848,608,135.354715,0,4.159263,4.653379,4.654869,4.651889,315.25163,0.994682,178.133484,633.394288,178.633484,391.105712,7333.62669,85.680715,85.592501,403,93.374635,0,4.213752,4.579564,4.583773,4.575356,315.600226,0.992303,332.254749,307.130729,332.754749,717.369271,4399.305381,66.38433,66.270238,238,56.013696,0,4.245162,4.585136,4.696836,4.473436,336.521172,0.99491
