J.D.-2400000	FILTER	Relative Flux	Relative Flux Error
58003.46633	B	0.777002	0.003926
58003.46715	B	0.771668	0.003873
58003.46798	B	0.774069	0.003894
58003.4688	B	0.774557	0.003917
58003.46963	B	0.77758	0.003913
58003.47045	B	0.773422	0.00392
58003.47128	B	0.768708	0.003878
58003.4721	B	0.774	0.003919
58003.47293	B	0.768374	0.004008
58003.47375	B	0.777647	0.003919
58003.47459	B	0.773188	0.003916
58003.47542	B	0.769429	0.003869
58003.47625	B	0.769638	0.003934
58003.47707	B	0.770343	0.003941
58003.4779	B	0.77821	0.003922
58003.47872	B	0.764409	0.003851
58003.47955	B	0.76552	0.003996
58003.48037	B	0.77106	0.00417
58003.48119	B	0.765361	0.003885
58003.48202	B	0.763829	0.003879
58003.48284	B	0.766923	0.003967
58003.48367	B	0.762244	0.00402
58003.48449	B	0.759345	0.003919
58003.48532	B	0.76312	0.003961
58003.48615	B	0.760145	0.003887
58003.48697	B	0.765258	0.003976
58003.48779	B	0.753056	0.003899
58003.48862	B	0.758154	0.004364
58003.48944	B	0.762282	0.003906
58003.49027	B	0.751397	0.003935
58003.49109	B	0.753341	0.003866
58003.49192	B	0.76162	0.003897
58003.49274	B	0.760593	0.003887
58003.49357	B	0.740435	0.00388
58003.49439	B	0.742757	0.004031
58003.49522	B	0.750531	0.003894
58003.49604	B	0.746164	0.003843
58003.49687	B	0.740891	0.003799
58003.49769	B	0.736662	0.004175
58003.49852	B	0.742773	0.003839
58003.5177	B	0.706244	0.003824
58003.51854	B	0.695373	0.003779
58003.51937	B	0.699221	0.003769
58003.5202	B	0.701133	0.003792
58003.52102	B	0.694507	0.00388
58003.52185	B	0.700269	0.003798
58003.52267	B	0.687341	0.003732
58003.5235	B	0.690926	0.003797
58003.52628	B	0.691767	0.004192
58003.52711	B	0.676393	0.003739
58003.52793	B	0.680766	0.003804
58003.52876	B	0.6733	0.003738
58003.53049	B	0.669717	0.003807
58003.53132	B	0.669168	0.003795
58003.53214	B	0.664682	0.003708
58003.53297	B	0.655006	0.003688
58003.5375	B	0.651999	0.003748
58003.53963	B	0.634286	0.00371
58003.54045	B	0.633968	0.003703
58003.54127	B	0.629495	0.003681
58003.54209	B	0.626146	0.003598
58003.55099	B	0.588906	0.003582
58003.55182	B	0.583918	0.003563
58003.55264	B	0.582838	0.003609
58003.55346	B	0.57914	0.003577
58003.55428	B	0.588442	0.003665
58003.5551	B	0.571402	0.003568
58003.55592	B	0.580642	0.003636
58003.55674	B	0.571982	0.00361
58003.55756	B	0.561671	0.003568
58003.55838	B	0.556341	0.003506
58003.5592	B	0.554953	0.003569
58003.56002	B	0.549981	0.003518
58003.56084	B	0.55121	0.003545
58003.56166	B	0.547646	0.003512
58003.56775	B	0.539503	0.003549
58003.56858	B	0.537326	0.003566
58003.5694	B	0.542585	0.003579
58003.57022	B	0.536405	0.003605
58003.57104	B	0.539314	0.003581
58003.57186	B	0.530595	0.003568
58003.57268	B	0.53809	0.003786
58003.5735	B	0.536773	0.003568
58003.5773	B	0.536613	0.00365
58003.57812	B	0.532655	0.003753
58003.57894	B	0.540536	0.003663
58003.57976	B	0.53591	0.009601
58003.58091	B	0.536255	0.003733
58003.5829	B	0.536942	0.003895
58003.58372	B	0.538707	0.003814
58003.58454	B	0.532738	0.004157
58003.59925	B	0.564763	0.003859
58003.60258	B	0.583225	0.004026
58003.6034	B	0.591026	0.004038
58003.60422	B	0.589487	0.004009
58003.60545	B	0.605555	0.004106
58003.6065	B	0.609804	0.004166
58003.34518	V	0.668398	0.003117
58003.346	V	0.668072	0.003081
58003.34683	V	0.66219	0.003015
58003.34766	V	0.669222	0.003032
58003.34848	V	0.67396	0.003097
58003.3493	V	0.671378	0.003003
58003.35013	V	0.667077	0.002989
58003.35095	V	0.666627	0.002976
58003.35178	V	0.668405	0.002987
58003.35261	V	0.671263	0.002975
58003.35343	V	0.670391	0.002987
58003.35426	V	0.666146	0.002995
58003.35508	V	0.669629	0.002973
58003.35591	V	0.665449	0.002985
58003.35673	V	0.671043	0.002994
58003.35756	V	0.67128	0.002999
58003.35839	V	0.675406	0.003053
58003.35921	V	0.672396	0.003019
58003.36003	V	0.67004	0.00299
58003.36086	V	0.668767	0.002995
58003.36168	V	0.674656	0.003013
58003.36251	V	0.666243	0.002982
58003.36333	V	0.666454	0.00301
58003.36415	V	0.670383	0.003012
58003.36498	V	0.667744	0.003027
58003.3658	V	0.665611	0.003006
58003.36663	V	0.670328	0.00304
58003.36745	V	0.664402	0.002988
58003.36828	V	0.666745	0.003006
58003.3691	V	0.670325	0.003
58003.36992	V	0.673817	0.003022
58003.37075	V	0.663572	0.003046
58003.37158	V	0.670279	0.003027
58003.3724	V	0.67259	0.003058
58003.37322	V	0.66987	0.003023
58003.37405	V	0.669572	0.003005
58003.37488	V	0.670688	0.003043
58003.3757	V	0.670257	0.00308
58003.37653	V	0.672356	0.003042
58003.37735	V	0.677805	0.003089
58003.37818	V	0.679991	0.003062
58003.379	V	0.686277	0.003119
58003.37983	V	0.68697	0.003122
58003.38065	V	0.686999	0.003103
58003.38148	V	0.691047	0.003094
58003.3823	V	0.685444	0.003081
58003.38313	V	0.687818	0.003108
58003.38395	V	0.689515	0.003107
58003.38478	V	0.693891	0.003095
58003.3856	V	0.698455	0.003183
58003.38643	V	0.699755	0.003127
58003.38725	V	0.706242	0.003167
58003.38808	V	0.709232	0.00319
58003.3889	V	0.706205	0.003198
58003.38973	V	0.709041	0.003161
58003.39055	V	0.707612	0.003148
58003.39138	V	0.725529	0.003216
58003.3922	V	0.715994	0.003189
58003.39303	V	0.719693	0.003193
58003.39385	V	0.724083	0.003205
58003.39468	V	0.725686	0.003205
58003.39551	V	0.725999	0.003201
58003.39633	V	0.730138	0.003317
58003.39716	V	0.736324	0.003262
58003.39798	V	0.735048	0.003251
58003.39881	V	0.743634	0.003311
58003.39963	V	0.740231	0.00329
58003.40046	V	0.741503	0.003277
58003.40128	V	0.74445	0.00325
58003.40211	V	0.752604	0.003287
58003.40293	V	0.75685	0.003323
58003.40376	V	0.761219	0.003365
58003.40458	V	0.760618	0.00351
58003.4054	V	0.750456	0.003355
58003.40623	V	0.761929	0.003332
58003.40706	V	0.756708	0.003317
58003.40788	V	0.766165	0.003378
58003.40871	V	0.773166	0.003499
58003.40954	V	0.766665	0.003383
58003.41036	V	0.766572	0.003525
58003.41118	V	0.769773	0.00336
58003.41201	V	0.77434	0.003454
58003.41283	V	0.773258	0.003355
58003.41366	V	0.778958	0.003401
58003.41449	V	0.774438	0.003415
58003.41531	V	0.772612	0.003404
58003.41614	V	0.782319	0.003487
58003.41698	V	0.780648	0.00342
58003.41781	V	0.780611	0.00347
58003.41863	V	0.784625	0.003501
58003.41946	V	0.778826	0.00346
58003.42028	V	0.797891	0.003439
58003.42111	V	0.784651	0.003467
58003.42193	V	0.796691	0.003457
58003.42276	V	0.790978	0.003514
58003.42359	V	0.78971	0.003537
58003.42441	V	0.794702	0.003491
58003.42524	V	0.791655	0.003486
58003.42606	V	0.809503	0.004261
58003.42689	V	0.801012	0.003487
58003.42771	V	0.788144	0.003493
58003.42854	V	0.800111	0.003602
58003.42936	V	0.789636	0.003443
58003.43019	V	0.800226	0.003463
58003.43101	V	0.802885	0.003469
58003.43184	V	0.795762	0.003464
58003.43266	V	0.804595	0.0035
58003.43349	V	0.800518	0.003479
58003.43431	V	0.793533	0.003447
58003.43514	V	0.800324	0.003504
58003.43597	V	0.795607	0.003468
58003.43679	V	0.802408	0.003492
58003.43761	V	0.799335	0.003496
58003.43844	V	0.805453	0.003553
58003.43927	V	0.806202	0.003543
58003.4401	V	0.813081	0.00352
58003.44092	V	0.818299	0.003569
58003.44175	V	0.815262	0.003675
58003.44257	V	0.813998	0.003566
58003.4434	V	0.80956	0.003548
58003.44422	V	0.811394	0.003498
58003.44505	V	0.804903	0.003499
58003.44587	V	0.809408	0.003514
58003.4467	V	0.81575	0.003612
58003.44752	V	0.813653	0.003535
58003.44835	V	0.817778	0.003689
58003.44917	V	0.8154	0.003542
58003.45005	V	0.821631	0.003555
58003.45088	V	0.813359	0.003574
58003.4517	V	0.815194	0.003758
58003.45253	V	0.82174	0.003576
58003.45335	V	0.806744	0.003513
58003.45417	V	0.818368	0.003663
58003.455	V	0.823572	0.003583
58003.45582	V	0.822442	0.003631
58003.45665	V	0.819223	0.003574
58003.45747	V	0.81657	0.003563
58003.4583	V	0.8234	0.003588
58003.45912	V	0.815219	0.003569
58003.45995	V	0.818048	0.003627
58003.46078	V	0.815911	0.003596
58003.4616	V	0.825603	0.003673
58003.46243	V	0.822501	0.003566
58003.46325	V	0.825322	0.003596
58003.46408	V	0.818747	0.00359
58003.4649	V	0.819023	0.003533
58003.46573	V	0.825059	0.003544
58003.46656	V	0.815357	0.003606
58003.46738	V	0.81489	0.003529
58003.46821	V	0.819148	0.00355
58003.46903	V	0.818889	0.003559
58003.46986	V	0.820292	0.003552
58003.47068	V	0.820376	0.003546
58003.47151	V	0.813861	0.003527
58003.47233	V	0.818261	0.003563
58003.47316	V	0.809671	0.0037
58003.474	V	0.811181	0.003501
58003.47482	V	0.815373	0.003542
58003.47565	V	0.81067	0.003532
58003.47647	V	0.810537	0.003561
58003.4773	V	0.816282	0.003534
58003.47812	V	0.806741	0.003518
58003.47895	V	0.806174	0.003501
58003.47977	V	0.815523	0.003662
58003.4806	V	0.811023	0.00396
58003.48142	V	0.816054	0.003531
58003.48225	V	0.811666	0.003519
58003.48307	V	0.808605	0.003561
58003.4839	V	0.810907	0.003566
58003.48472	V	0.807846	0.003566
58003.48555	V	0.80261	0.003478
58003.48637	V	0.802899	0.003481
58003.4872	V	0.809545	0.00357
58003.48802	V	0.800702	0.003607
58003.48885	V	0.792677	0.003672
58003.48967	V	0.806527	0.003572
58003.4905	V	0.798566	0.003466
58003.49132	V	0.802428	0.003477
58003.49215	V	0.791969	0.003447
58003.49297	V	0.795282	0.003536
58003.4938	V	0.799212	0.003491
58003.49462	V	0.792898	0.003498
58003.49545	V	0.794844	0.003452
58003.49627	V	0.773494	0.003374
58003.49709	V	0.782153	0.003502
58003.49792	V	0.787808	0.003642
58003.49874	V	0.790688	0.003443
58003.51795	V	0.750335	0.003352
58003.51877	V	0.743439	0.003435
58003.5196	V	0.748743	0.003316
58003.52043	V	0.747865	0.00335
58003.52125	V	0.740045	0.003313
58003.52208	V	0.741756	0.003305
58003.5229	V	0.736494	0.003321
58003.52373	V	0.730705	0.003309
58003.52651	V	0.730813	0.003316
58003.52734	V	0.724603	0.003281
58003.52816	V	0.719135	0.003368
58003.53072	V	0.717243	0.003308
58003.53154	V	0.715833	0.003283
58003.53237	V	0.707769	0.003261
58003.5332	V	0.712837	0.003281
58003.53986	V	0.680498	0.00321
58003.54068	V	0.687031	0.003228
58003.5415	V	0.674162	0.003213
58003.54232	V	0.672342	0.003344
58003.55122	V	0.634402	0.003153
58003.55205	V	0.628757	0.003143
58003.55287	V	0.636714	0.003159
58003.55369	V	0.626416	0.003116
58003.55451	V	0.624408	0.003135
58003.55533	V	0.613183	0.003119
58003.55615	V	0.619792	0.003116
58003.55697	V	0.614012	0.003137
58003.55779	V	0.602136	0.003069
58003.55861	V	0.601203	0.003067
58003.55943	V	0.600964	0.003085
58003.56025	V	0.603264	0.003082
58003.56107	V	0.595126	0.003064
58003.56189	V	0.595838	0.003076
58003.56716	V	0.593814	0.003175
58003.56798	V	0.588792	0.00309
58003.5688	V	0.588468	0.0031
58003.56962	V	0.589704	0.003132
58003.57045	V	0.588698	0.003102
58003.57127	V	0.586001	0.003115
58003.57209	V	0.590597	0.003091
58003.57291	V	0.592066	0.003283
58003.57373	V	0.584413	0.003075
58003.57752	V	0.58761	0.003319
58003.57834	V	0.591257	0.003126
58003.57916	V	0.587526	0.003096
58003.58114	V	0.59012	0.003198
58003.5823	V	0.588095	0.0031
58003.58312	V	0.582102	0.003498
58003.58395	V	0.591769	0.00314
58003.58477	V	0.593478	0.00338
58003.60281	V	0.61695	0.003387
58003.60363	V	0.623446	0.003348
58003.60445	V	0.622799	0.003334
58003.60568	V	0.646553	0.003446
58003.60672	V	0.636851	0.003411
58003.34535	R	0.688531	0.003369
58003.34618	R	0.70072	0.003374
58003.347	R	0.693004	0.003293
58003.34783	R	0.682343	0.003214
58003.34865	R	0.685828	0.003271
58003.34947	R	0.687637	0.003247
58003.3503	R	0.686233	0.003254
58003.35113	R	0.689055	0.003243
58003.35195	R	0.687261	0.003201
58003.35278	R	0.689265	0.003219
58003.3536	R	0.683067	0.003199
58003.35443	R	0.684531	0.003217
58003.35525	R	0.681275	0.003182
58003.35608	R	0.693712	0.003259
58003.3569	R	0.689567	0.003238
58003.35773	R	0.679192	0.003179
58003.35856	R	0.682769	0.003217
58003.35938	R	0.688512	0.003266
58003.3602	R	0.69355	0.003243
58003.36103	R	0.691164	0.003257
58003.36185	R	0.684472	0.003235
58003.36268	R	0.694498	0.003267
58003.3635	R	0.689961	0.003254
58003.36432	R	0.693468	0.00328
58003.36515	R	0.687398	0.003213
58003.36597	R	0.692006	0.003246
58003.3668	R	0.683383	0.003217
58003.36762	R	0.691763	0.003265
58003.36845	R	0.688956	0.003245
58003.36927	R	0.686317	0.003214
58003.37009	R	0.685797	0.003235
58003.37092	R	0.684071	0.003248
58003.37175	R	0.691006	0.003271
58003.37257	R	0.688564	0.003266
58003.37339	R	0.694304	0.003257
58003.37422	R	0.690163	0.003238
58003.37505	R	0.694868	0.003272
58003.37587	R	0.693512	0.003274
58003.3767	R	0.692618	0.003311
58003.37752	R	0.697577	0.003434
58003.37835	R	0.701073	0.003304
58003.37917	R	0.700427	0.003336
58003.38	R	0.703574	0.003356
58003.38083	R	0.705507	0.0033
58003.38165	R	0.709031	0.003298
58003.38247	R	0.70959	0.003374
58003.3833	R	0.708178	0.003298
58003.38412	R	0.715192	0.003332
58003.38495	R	0.712435	0.00335
58003.38577	R	0.722976	0.003351
58003.3866	R	0.715394	0.003356
58003.38742	R	0.724839	0.00338
58003.38825	R	0.728163	0.003472
58003.38907	R	0.725299	0.00338
58003.3899	R	0.736028	0.003418
58003.39072	R	0.737367	0.003397
58003.39155	R	0.738218	0.003418
58003.39237	R	0.744558	0.003414
58003.3932	R	0.743135	0.003424
58003.39402	R	0.749323	0.003425
58003.39485	R	0.752268	0.003446
58003.39568	R	0.756719	0.003473
58003.3965	R	0.753338	0.003421
58003.39733	R	0.756541	0.003598
58003.39815	R	0.756092	0.003512
58003.39898	R	0.763337	0.003632
58003.3998	R	0.760437	0.003451
58003.40063	R	0.767948	0.003524
58003.40145	R	0.772734	0.003542
58003.40228	R	0.774688	0.00354
58003.4031	R	0.782285	0.003567
58003.40393	R	0.776101	0.003615
58003.40475	R	0.781596	0.003605
58003.40558	R	0.783567	0.003711
58003.4064	R	0.785853	0.003553
58003.40723	R	0.784896	0.003548
58003.40805	R	0.786801	0.003568
58003.40888	R	0.796661	0.003666
58003.40971	R	0.789315	0.003603
58003.41053	R	0.793648	0.003604
58003.41135	R	0.794	0.003608
58003.41218	R	0.80314	0.003688
58003.413	R	0.795745	0.003585
58003.41383	R	0.800027	0.003651
58003.41466	R	0.80287	0.003812
58003.41548	R	0.79937	0.003626
58003.41631	R	0.799906	0.003609
58003.41715	R	0.809734	0.003733
58003.41798	R	0.80708	0.003641
58003.4188	R	0.808855	0.003648
58003.41963	R	0.813748	0.003691
58003.42045	R	0.81032	0.003649
58003.42128	R	0.810995	0.003707
58003.4221	R	0.813144	0.003708
58003.42376	R	0.814146	0.003825
58003.42458	R	0.820448	0.003852
58003.42541	R	0.816866	0.003722
58003.42623	R	0.818327	0.003892
58003.42706	R	0.820569	0.003707
58003.42788	R	0.820988	0.003971
58003.42871	R	0.828558	0.003733
58003.42954	R	0.82132	0.003704
58003.43036	R	0.830323	0.003742
58003.43118	R	0.817241	0.003698
58003.43201	R	0.82433	0.003739
58003.43283	R	0.828945	0.003838
58003.43366	R	0.823009	0.003723
58003.43449	R	0.827054	0.003741
58003.43531	R	0.824269	0.003731
58003.43614	R	0.829044	0.00376
58003.43696	R	0.829527	0.003767
58003.43779	R	0.826638	0.003728
58003.43861	R	0.825338	0.003813
58003.43944	R	0.834563	0.003747
58003.44027	R	0.835277	0.003897
58003.44109	R	0.826894	0.003749
58003.44192	R	0.829913	0.003826
58003.44274	R	0.830463	0.003815
58003.44357	R	0.831639	0.003733
58003.44439	R	0.828609	0.003763
58003.44522	R	0.828137	0.003723
58003.44604	R	0.837769	0.003769
58003.44687	R	0.839682	0.003858
58003.44769	R	0.841646	0.003784
58003.44852	R	0.835805	0.003915
58003.44934	R	0.843256	0.003808
58003.45022	R	0.845131	0.003866
58003.45105	R	0.849067	0.003833
58003.45187	R	0.837826	0.003883
58003.4527	R	0.835081	0.003765
58003.45352	R	0.846145	0.003793
58003.45434	R	0.83611	0.00377
58003.45517	R	0.835849	0.003753
58003.45599	R	0.833848	0.003755
58003.45682	R	0.84175	0.003761
58003.45764	R	0.84134	0.003767
58003.45847	R	0.839576	0.003762
58003.45929	R	0.84273	0.003781
58003.46012	R	0.847412	0.003878
58003.46095	R	0.848885	0.003936
58003.46177	R	0.833553	0.00376
58003.4626	R	0.84396	0.003789
58003.46342	R	0.851968	0.003824
58003.46425	R	0.843833	0.003818
58003.46507	R	0.852711	0.003799
58003.4659	R	0.841569	0.003757
58003.46673	R	0.849062	0.003872
58003.46755	R	0.849471	0.003792
58003.46838	R	0.850189	0.003802
58003.4692	R	0.846012	0.003797
58003.47003	R	0.841291	0.003759
58003.47085	R	0.845591	0.00377
58003.47168	R	0.844257	0.00396
58003.4725	R	0.840303	0.003761
58003.47333	R	0.854343	0.004104
58003.47417	R	0.835691	0.003739
58003.47499	R	0.839812	0.003852
58003.47582	R	0.836106	0.003735
58003.47664	R	0.843958	0.003857
58003.47747	R	0.836834	0.003728
58003.4783	R	0.829397	0.003757
58003.47912	R	0.835648	0.003719
58003.47994	R	0.838997	0.003765
58003.48077	R	0.827472	0.003687
58003.48159	R	0.846799	0.003733
58003.48242	R	0.834167	0.003703
58003.48324	R	0.836556	0.004066
58003.48407	R	0.842544	0.003782
58003.48489	R	0.822943	0.003811
58003.48572	R	0.83068	0.003665
58003.48654	R	0.829587	0.003851
58003.48737	R	0.829328	0.003745
58003.48819	R	0.831623	0.003728
58003.48902	R	0.820584	0.003646
58003.48984	R	0.828705	0.00376
58003.49067	R	0.820234	0.003672
58003.49149	R	0.831034	0.003687
58003.49232	R	0.821002	0.003609
58003.49314	R	0.819935	0.003813
58003.49397	R	0.822279	0.003712
58003.49479	R	0.823576	0.003656
58003.49562	R	0.824677	0.003655
58003.49644	R	0.820555	0.003622
58003.49727	R	0.815183	0.003659
58003.49809	R	0.813628	0.003662
58003.49892	R	0.811903	0.003572
58003.51812	R	0.776891	0.003469
58003.51894	R	0.779511	0.003592
58003.51977	R	0.776986	0.003485
58003.5206	R	0.769755	0.003512
58003.52142	R	0.77113	0.003471
58003.52225	R	0.770619	0.003462
58003.52307	R	0.766664	0.003413
58003.5239	R	0.754453	0.003394
58003.52668	R	0.756978	0.003467
58003.52751	R	0.74916	0.003407
58003.52833	R	0.754062	0.003478
58003.53089	R	0.742631	0.003404
58003.53172	R	0.738615	0.003429
58003.53254	R	0.739368	0.003402
58003.54003	R	0.702618	0.003319
58003.54085	R	0.708117	0.00334
58003.54167	R	0.700863	0.003316
58003.55139	R	0.659466	0.003287
58003.55221	R	0.660904	0.003266
58003.55304	R	0.661221	0.003318
58003.55386	R	0.655259	0.003271
58003.55468	R	0.651747	0.003276
58003.5555	R	0.649197	0.003256
58003.55632	R	0.646953	0.003251
58003.55714	R	0.64207	0.003249
58003.55796	R	0.636476	0.003251
58003.55878	R	0.639334	0.003277
58003.5596	R	0.639561	0.003256
58003.56042	R	0.632589	0.003241
58003.56124	R	0.629265	0.003216
58003.56206	R	0.624196	0.003188
58003.56733	R	0.623259	0.003246
58003.56815	R	0.619355	0.003246
58003.56897	R	0.613431	0.00322
58003.56979	R	0.616956	0.003211
58003.57061	R	0.62437	0.003315
58003.57144	R	0.61769	0.00324
58003.57226	R	0.621977	0.003254
58003.57308	R	0.610619	0.003562
58003.5739	R	0.621728	0.004201
58003.57769	R	0.617041	0.003324
58003.57851	R	0.615565	0.00326
58003.57933	R	0.622275	0.003369
58003.58131	R	0.616513	0.003243
58003.58247	R	0.618441	0.003413
58003.58329	R	0.620119	0.003746
58003.58412	R	0.614515	0.003225
58003.58494	R	0.620767	0.003308
58003.60298	R	0.66619	0.003519
58003.6038	R	0.66604	0.003584
58003.60585	R	0.676618	0.003531
58003.60689	R	0.67841	0.003576
58003.34552	I	0.704773	0.005261
58003.34635	I	0.705038	0.005333
58003.34717	I	0.708927	0.005185
58003.348	I	0.707097	0.005155
58003.34882	I	0.709393	0.005194
58003.34964	I	0.702202	0.005157
58003.35047	I	0.699055	0.00516
58003.3513	I	0.707775	0.005149
58003.35212	I	0.699258	0.005017
58003.35295	I	0.693207	0.005006
58003.35377	I	0.707015	0.005048
58003.3546	I	0.708599	0.005043
58003.35542	I	0.700461	0.004995
58003.35625	I	0.703148	0.005024
58003.35707	I	0.703897	0.005044
58003.3579	I	0.704098	0.005014
58003.35872	I	0.697762	0.004972
58003.35955	I	0.702412	0.00519
58003.36037	I	0.704578	0.005008
58003.3612	I	0.698198	0.00501
58003.36202	I	0.706185	0.005061
58003.36285	I	0.707863	0.004999
58003.36367	I	0.709309	0.00509
58003.36449	I	0.702394	0.005068
58003.36532	I	0.703024	0.00502
58003.36614	I	0.694472	0.004902
58003.36697	I	0.699288	0.005001
58003.36779	I	0.703105	0.005038
58003.36862	I	0.703735	0.005166
58003.36944	I	0.686467	0.004867
58003.37027	I	0.700596	0.004973
58003.37109	I	0.691306	0.004952
58003.37191	I	0.710305	0.004968
58003.37274	I	0.714437	0.005066
58003.37356	I	0.715458	0.00508
58003.37439	I	0.704139	0.004974
58003.37522	I	0.709104	0.005048
58003.37604	I	0.706243	0.005086
58003.37687	I	0.702259	0.004943
58003.37769	I	0.706032	0.005059
58003.37852	I	0.72012	0.005025
58003.37934	I	0.718808	0.005013
58003.38017	I	0.708461	0.005031
58003.381	I	0.729133	0.005088
58003.38182	I	0.726366	0.005176
58003.38264	I	0.724571	0.005072
58003.38347	I	0.724243	0.004993
58003.38429	I	0.725897	0.004987
58003.38512	I	0.727269	0.004986
58003.38594	I	0.729372	0.00502
58003.38677	I	0.725693	0.00499
58003.38759	I	0.734383	0.004989
58003.38842	I	0.738117	0.005162
58003.38924	I	0.753492	0.005094
58003.39007	I	0.749846	0.005084
58003.39089	I	0.747971	0.005094
58003.39172	I	0.746915	0.005033
58003.39254	I	0.753013	0.005079
58003.39337	I	0.763969	0.005153
58003.39419	I	0.753032	0.005012
58003.39502	I	0.758065	0.005112
58003.39585	I	0.771947	0.005203
58003.39667	I	0.770593	0.005151
58003.3975	I	0.769954	0.005188
58003.39832	I	0.764469	0.00547
58003.39915	I	0.77067	0.005122
58003.39997	I	0.786368	0.005234
58003.4008	I	0.783078	0.005189
58003.40162	I	0.782314	0.005264
58003.40245	I	0.784399	0.005281
58003.4041	I	0.798956	0.005326
58003.40492	I	0.797691	0.005199
58003.40575	I	0.791033	0.00544
58003.40657	I	0.797547	0.005202
58003.4074	I	0.800296	0.005278
58003.40822	I	0.811729	0.005384
58003.40905	I	0.814387	0.005443
58003.40988	I	0.802408	0.005434
58003.4107	I	0.80598	0.005486
58003.41152	I	0.812769	0.005285
58003.41235	I	0.805915	0.005385
58003.41317	I	0.815898	0.005267
58003.414	I	0.822407	0.005397
58003.41483	I	0.815934	0.005386
58003.41565	I	0.823611	0.005431
58003.41648	I	0.819412	0.005438
58003.41732	I	0.816409	0.005342
58003.41815	I	0.826915	0.005298
58003.41897	I	0.819702	0.005406
58003.4198	I	0.816825	0.005348
58003.42062	I	0.839968	0.005671
58003.42145	I	0.825198	0.005653
58003.42227	I	0.831582	0.005355
58003.4231	I	0.837127	0.005605
58003.42393	I	0.820188	0.005352
58003.42475	I	0.823958	0.005383
58003.42558	I	0.820999	0.005344
58003.4264	I	0.823788	0.00544
58003.42723	I	0.83787	0.005411
58003.42805	I	0.82825	0.005756
58003.42888	I	0.832649	0.005288
58003.4297	I	0.846207	0.00541
58003.43053	I	0.829357	0.005302
58003.43135	I	0.846158	0.005405
58003.43218	I	0.845981	0.005424
58003.433	I	0.848699	0.005505
58003.43383	I	0.84599	0.005417
58003.43465	I	0.85559	0.005442
58003.43548	I	0.851304	0.005428
58003.4363	I	0.839974	0.005389
58003.43713	I	0.843706	0.005392
58003.43796	I	0.851425	0.005383
58003.43878	I	0.851101	0.005486
58003.43961	I	0.849307	0.005392
58003.44044	I	0.859259	0.005559
58003.44126	I	0.847779	0.005398
58003.44209	I	0.850695	0.005365
58003.44291	I	0.859871	0.005563
58003.44374	I	0.846769	0.005359
58003.44456	I	0.83879	0.005305
58003.44539	I	0.848961	0.005317
58003.44621	I	0.854674	0.005375
58003.44704	I	0.861078	0.005455
58003.44786	I	0.859877	0.005508
58003.44869	I	0.868538	0.005437
58003.44951	I	0.866877	0.005483
58003.45039	I	0.862004	0.005461
58003.45122	I	0.87311	0.00551
58003.45204	I	0.86494	0.005448
58003.45287	I	0.863843	0.005433
58003.45369	I	0.86634	0.005493
58003.45451	I	0.861972	0.005433
58003.45534	I	0.858008	0.005524
58003.45616	I	0.861244	0.005447
58003.45699	I	0.868216	0.005439
58003.45781	I	0.865759	0.005413
58003.45864	I	0.862881	0.005374
58003.45946	I	0.869116	0.005498
58003.46029	I	0.858682	0.005436
58003.46112	I	0.856822	0.005419
58003.46194	I	0.866902	0.005405
58003.46277	I	0.866177	0.005422
58003.46359	I	0.867607	0.005399
58003.46442	I	0.872671	0.005622
58003.46524	I	0.861446	0.005348
58003.46607	I	0.86227	0.00537
58003.4669	I	0.869944	0.005461
58003.46772	I	0.870086	0.005424
58003.46855	I	0.869876	0.005452
58003.46937	I	0.85412	0.005321
58003.4702	I	0.856098	0.005337
58003.47102	I	0.857948	0.005372
58003.47185	I	0.86072	0.005508
58003.47267	I	0.854808	0.005256
58003.4735	I	0.870849	0.005493
58003.47434	I	0.870023	0.005425
58003.47516	I	0.852198	0.005558
58003.47599	I	0.847809	0.005435
58003.47681	I	0.845607	0.005502
58003.47764	I	0.853425	0.005256
58003.47847	I	0.857	0.005433
58003.47929	I	0.853779	0.005316
58003.48011	I	0.854899	0.005299
58003.48094	I	0.855519	0.005292
58003.48176	I	0.859901	0.00526
58003.48259	I	0.85306	0.005231
58003.48341	I	0.836435	0.005499
58003.48424	I	0.849118	0.005192
58003.48506	I	0.861471	0.005478
58003.48589	I	0.851561	0.005217
58003.48671	I	0.843807	0.005226
58003.48754	I	0.856299	0.005237
58003.48836	I	0.844242	0.005239
58003.48919	I	0.854649	0.005186
58003.49001	I	0.844933	0.005828
58003.49084	I	0.847209	0.005178
58003.49166	I	0.843079	0.005122
58003.49249	I	0.843957	0.005103
58003.49331	I	0.843527	0.005378
58003.49414	I	0.841589	0.005112
58003.49496	I	0.838504	0.005121
58003.49579	I	0.832268	0.005147
58003.49661	I	0.839871	0.005157
58003.49744	I	0.828195	0.005578
58003.49826	I	0.837855	0.005145
58003.51829	I	0.795423	0.00491
58003.51911	I	0.802984	0.005089
58003.51994	I	0.811099	0.004997
58003.52077	I	0.791307	0.005003
58003.52159	I	0.783455	0.004807
58003.52242	I	0.782966	0.004807
58003.52324	I	0.792194	0.004977
58003.52685	I	0.77393	0.004861
58003.52768	I	0.772446	0.004812
58003.5285	I	0.772447	0.004775
58003.53106	I	0.761661	0.00479
58003.53189	I	0.760132	0.004785
58003.53271	I	0.74823	0.004706
58003.53937	I	0.725891	0.004784
